,id,symbol,price_04-22-21,market_cap_billion(2021),market_cap_rank,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date
1382,polis,polis,0.268818,0.00356459,1383,43.64,-99.38451,2018-01-23T00:00:00.000Z,0.01170926,2194.00796,2020-08-27T17:49:46.600Z
1383,infinitus-token,inf,0.147243,0.003548547,1384,4.88,-96.98117,2019-04-24T22:03:55.810Z,0.00404423,3540.825,2020-04-22T16:40:28.128Z
1384,curecoin,cure,0.141708,0.00354169,1386,1.29,-89.00053,2018-01-07T00:00:00.000Z,0.00480284,2845.98053,2015-01-14T00:00:00.000Z
1385,meritcoins,mrc,0.00053595,0.003538948,1385,0.0025764,-79.19777,2020-02-12T15:59:32.353Z,1.042e-05,5044.65865,2019-08-28T00:00:00.000Z
1386,moontools,moons,103.46,0.003535571,1387,217.64,-52.51567,2021-04-10T04:10:15.829Z,2.94,3419.10561,2020-11-02T14:17:09.485Z
1387,ufocoin,ufo,0.0008992,0.003527755,1388,0.00533825,-83.15559,2018-01-06T00:00:00.000Z,2.22e-06,40328.42389,2015-04-17T00:00:00.000Z
1388,pivot-token,pvt,0.00069004,0.003527067,1389,0.00286154,-75.73672,2019-07-18T06:13:43.227Z,0.00014685,372.78897,2021-01-04T10:18:36.989Z
1389,tapmydata,tap,0.396951,0.003504089,1390,0.954734,-58.54804,2021-03-28T16:58:38.908Z,0.233709,69.33682,2021-02-19T09:48:55.418Z
1390,quai-dao,quai,0.069265,0.00350176,1391,0.293894,-76.45863,2021-02-24T06:13:17.161Z,0.01304706,430.28556,2021-02-16T14:18:17.830Z
1391,young-boys-fan-token,ybo,3.44,0.003489112,1392,6.32,-44.88929,2021-03-11T16:06:50.774Z,1.48,135.29295,2021-02-23T11:52:45.448Z
1392,unification,fund,0.03552006,0.003479496,1393,0.122003,-71.06457,2019-04-13T02:35:03.221Z,0.00428961,722.96759,2020-01-02T20:57:22.493Z
1393,dmm-governance,dmg,0.068899,0.003445642,1394,1.77,-96.06957,2020-07-02T02:33:39.351Z,0.053465,29.77381,2021-02-09T03:09:11.027Z
1394,relevant,rel,3.12,0.003434035,1395,11.13,-72.03599,2021-04-05T20:04:30.554Z,0.089052,3394.40359,2020-06-05T22:02:17.680Z
1395,dify-finance,yfiii,215.23,0.003426715,1396,2001.6,-89.30008,2020-10-09T07:19:55.263Z,118.08,81.38157,2020-12-29T12:49:01.358Z
1396,remme,rem,0.00360417,0.003398807,1397,0.03305779,-89.06674,2018-05-04T02:14:43.121Z,0.00094828,281.14319,2020-05-10T02:28:52.004Z
1397,holyheld-2,move,0.939798,0.00339272,1398,2.15,-56.3222,2021-02-10T23:48:19.743Z,0.366325,156.70629,2021-03-04T11:08:10.717Z
1398,definer,fin,0.36397,0.003384731,1399,2.97,-87.99077,2020-10-12T13:56:13.601Z,0.133224,167.44628,2021-01-16T12:30:39.646Z
1399,mm-token,mm,8.06,0.003367793,1400,45.52,-82.31755,2021-02-13T04:51:40.269Z,1.91,320.88808,2021-01-01T03:08:01.467Z
1400,beholder,eye,0.603275,0.003358965,1401,2.52,-76.10601,2021-03-20T12:17:05.349Z,0.0083679,7109.3986,2020-12-27T07:58:57.368Z
1401,shard,shard,0.12724,0.003349962,1201,0.345502,-34.72546,2020-10-03T04:53:56.205Z,9.374e-05,240489.24088,2019-09-28T00:00:00.000Z
1402,bankroll-network,bnkr,0.159477,0.003348904,1402,0.629275,-74.65696,2020-10-06T10:23:03.238Z,0.01096441,1354.50008,2020-08-03T20:45:46.350Z
1403,pascalcoin,pasc,0.097853,0.003346929,1404,5.31,-98.16014,2018-01-13T00:00:00.000Z,0.00384726,2441.22133,2016-12-07T00:00:00.000Z
1404,herocoin,play,0.0224809,0.003346119,1405,0.120312,-81.33259,2018-04-23T17:39:54.179Z,0.00048895,4493.38251,2020-05-11T19:17:23.676Z
1405,vibe,vibe,0.0178796,0.00334584,1403,2.25,-99.20655,2018-01-10T00:00:00.000Z,0.00188376,849.14373,2021-02-13T16:09:29.643Z
1406,erc20,erc20,0.00295699,0.003337359,1406,4.32,-99.93156,2018-07-20T08:19:21.303Z,8e-07,368946.00948,2018-05-31T00:00:00.000Z
1407,french-digital-reserve,fdr,0.39593,0.003337265,1407,0.483321,-18.09436,2021-03-24T13:38:17.190Z,6.755e-05,585899.47017,2018-09-23T00:00:00.000Z
1408,bomb,bomb,4.44,0.0033283,1408,14.64,-72.08833,2019-06-19T00:33:27.176Z,0.10965,3625.88342,2020-03-23T23:32:43.057Z
1409,eosbet,bet,0.04802706,0.003319532,1409,0.514905,-90.68116,2020-08-27T14:59:42.369Z,0.00510105,840.65357,2020-11-15T00:39:39.728Z
1410,origo,ogo,0.02004286,0.003292528,1410,0.232145,-91.38595,2019-07-08T23:40:19.360Z,0.00381422,424.27804,2020-03-13T02:30:05.511Z
1411,deficliq,cliq,0.099899,0.003283275,1411,0.241004,-58.12542,2021-01-29T04:01:10.221Z,0.03116798,223.79194,2020-12-27T21:21:41.259Z
1412,mirrored-amc-entertainment,mamc,10.99,0.003268031,1412,15.24,-27.27696,2021-03-21T07:08:05.087Z,6.34,74.95839,2021-02-23T14:52:20.994Z
1413,bitcoin-confidential,bc,0.00044231,0.003258242,1413,0.00389949,-88.65936,2019-06-08T08:26:25.835Z,8.6e-07,51390.85286,2020-01-15T08:09:17.883Z
1414,chads-vc,chads,0.082607,0.003256488,1414,0.188513,-56.17938,2020-09-22T21:19:43.018Z,0.01521048,443.09591,2021-01-11T17:07:06.290Z
1415,infinity-esaham,infs,3.24,0.003239881,1415,112.53,-97.12083,2020-03-14T03:31:01.748Z,0.00481041,67251.5192,2020-07-31T16:54:28.150Z
1416,bitto-exchange,BITTO,0.333598,0.003229609,1416,45.63,-99.26826,2018-10-21T15:18:23.785Z,0.000351,95019.19327,2019-03-30T00:00:00.000Z
1417,warp-finance,warp,689.46,0.003218887,1417,2502.79,-72.48897,2021-02-15T00:58:46.586Z,389.3,76.86637,2021-02-19T21:02:37.220Z
1418,transfercoin,tx,0.387348,0.003213602,1418,4.57,-91.51985,2017-12-05T00:00:00.000Z,0.000624,61974.94554,2015-09-14T00:00:00.000Z
1419,cache-gold,cgt,57.46,0.003211848,1419,66.73,-14.03566,2020-08-07T00:30:42.595Z,2.5,2195.27351,2020-11-05T11:50:59.457Z
1420,apy-vision,vision,3.57,0.003205251,1421,4.43,-19.67946,2021-02-16T22:04:22.597Z,0.355327,902.45168,2020-12-05T00:56:53.771Z
1421,tierion,tnt,0.00746812,0.003199949,1423,0.383352,-98.06942,2018-01-07T00:00:00.000Z,0.00163318,353.15984,2021-01-09T16:39:38.858Z
1422,asch,xas,0.0263535,0.003190085,1422,1.66,-98.41547,2017-12-21T00:00:00.000Z,0.00800466,228.76798,2021-01-02T12:49:12.826Z
1423,hycon,hyc,0.00118339,0.003161592,1424,0.05465,-97.83386,2018-11-08T16:49:25.551Z,0.0004443,166.44058,2021-03-08T05:43:56.285Z
1424,datum,dat,0.00307744,0.003143405,1420,0.141616,-97.78378,2018-01-10T00:00:00.000Z,0.00038151,722.663,2020-03-13T02:24:58.647Z
1425,robonomics-web-services,rws,62680.0,0.003134023,1425,156611.0,-59.97689,2020-09-02T08:59:40.478Z,6812.51,820.07883,2020-08-07T10:26:52.657Z
1426,rocket-vault-finance,rvf,0.427933,0.003112633,1426,1.03,-58.44259,2021-04-15T05:59:47.703Z,0.401882,6.97877,2021-04-23T08:26:25.271Z
1427,zhegic,zhegic,0.146498,0.003097663,1427,0.675596,-78.31575,2021-02-13T22:28:35.879Z,0.088879,64.8293,2020-12-29T05:02:08.299Z
1428,the-4th-pillar,four,0.02156701,0.003091056,1428,0.07579,-71.52199,2021-04-11T09:34:16.416Z,6.75e-06,319499.33042,2020-04-08T10:55:42.532Z
1429,club-atletico-independiente,cai,4.78,0.003085234,1429,9.54,-50.4238,2020-12-28T11:52:22.482Z,0.466099,914.37005,2020-11-28T12:52:51.510Z
1430,qwertycoin,qwc,2.144e-05,0.003081235,1430,0.00022607,-90.51709,2019-06-28T23:56:36.506Z,3.2e-07,6564.70276,2018-12-16T00:00:00.000Z
1431,piratecash,pirate,0.097494,0.003078898,1431,0.242252,-59.49544,2021-04-25T01:09:01.454Z,0.00072262,13478.84335,2019-12-02T09:05:00.028Z
1432,signaturechain,sign,0.00402878,0.003078259,1432,0.01520968,-73.57096,2021-03-27T02:29:58.923Z,3.87e-06,103814.21388,2019-01-14T00:00:00.000Z
1433,whirl-finance,whirl,0.00415496,0.003076203,1433,0.01229164,-66.25022,2021-03-19T11:15:18.603Z,0.00086028,382.21791,2021-03-12T02:02:23.743Z
1434,hyperion,hyn,0.01480666,0.003075628,1434,1.09,-98.64312,2020-08-14T03:34:50.693Z,0.01162484,27.15078,2021-04-23T02:48:48.319Z
1435,nix-bridge-token,voice,86.87,0.003052133,1435,316.65,-72.56565,2021-02-17T19:31:04.908Z,8.81,885.83911,2020-12-24T02:52:01.150Z
1436,resfinex-token,res,0.03109729,0.003049835,1436,0.111964,-72.27686,2019-12-04T20:57:16.378Z,0.01063658,191.82239,2020-10-22T20:46:44.091Z
1437,base-protocol,base,1.92,0.003040905,1437,5.0,-62.37968,2021-02-04T21:10:09.603Z,0.239039,687.48993,2020-12-11T22:02:39.922Z
1438,mu-dank,dank,0.186837,0.003032289,1438,0.373828,-50.50086,2021-04-15T17:57:06.787Z,0.117072,58.05759,2021-03-26T18:36:24.767Z
1439,spaghetti,pasta,0.227026,0.003030179,1439,4.27,-94.67862,2020-08-19T03:04:32.580Z,0.00193881,11609.53055,2021-01-05T20:58:31.956Z
1440,dav,dav,0.00435752,0.003022597,1441,0.01829454,-76.22289,2018-09-03T22:06:42.561Z,3.751e-05,11495.53187,2020-11-22T07:31:17.985Z
1441,neurotoken,ntk,0.0353563,0.003017947,1440,0.721265,-95.09801,2018-04-28T04:04:59.211Z,0.00077983,4433.87252,2020-05-19T06:19:04.188Z
1442,gamyfi-token,gfx,3.07,0.003016331,1442,10.42,-72.43151,2021-03-30T07:05:38.313Z,2.13,34.92791,2021-04-23T13:58:50.076Z
1443,sxrp,sxrp,1.06,0.003005898,1443,1.92,-44.5273,2021-04-14T08:28:18.572Z,0.0,126629650241.70988,2021-02-03T14:13:37.682Z
1444,tadpole-finance,tad,12.85,0.003000775,1444,17.07,-24.74953,2021-03-24T21:02:41.997Z,5.65,127.21905,2020-12-24T12:27:38.021Z
1445,mooncoin,moon,1.318e-05,0.003000737,1445,0.0010962,-98.79739,2018-01-06T00:00:00.000Z,1e-07,13142.21458,2020-06-13T04:37:00.064Z
1446,project-inverse,xiv,0.215295,0.00299797,1446,0.334347,-35.69456,2021-03-24T12:35:16.382Z,0.133081,61.55806,2021-03-09T18:27:08.903Z
1447,openalexa-protocol,oap,5.09,0.002997842,1447,7.35,-30.88271,2021-04-15T18:59:50.247Z,0.409047,1142.77321,2020-10-24T22:14:36.021Z
1448,zen-protocol,zp,0.07751,0.002990776,1448,1.13,-93.143,2018-09-05T00:00:00.000Z,0.00278074,2687.38463,2020-03-31T14:06:10.881Z
1449,peerplays,ppy,0.665727,0.002986882,1450,42.21,-98.43762,2016-12-23T00:00:00.000Z,0.058602,1025.35208,2020-12-22T20:29:17.404Z
1450,cortex,ctxc,0.297235,0.002984575,1449,2.39,-87.61178,2018-04-30T00:29:47.162Z,0.03088935,859.24644,2020-03-13T02:29:44.476Z
1451,xbtc,xbtc,0.545702,0.002938478,1451,3.27,-83.25711,2020-12-07T23:30:14.076Z,0.375495,45.64465,2020-10-30T10:43:20.797Z
1452,1world,1wo,0.117017,0.002932007,1453,0.645057,-81.96326,2019-10-25T04:18:58.491Z,0.00220587,5174.4424,2020-03-27T08:57:29.109Z
1453,seigniorage-shares,share,0.150422,0.002920095,1452,2.95,-94.90662,2020-09-02T05:22:59.927Z,0.00132146,11288.33289,2020-11-17T08:37:02.825Z
1454,wearesatoshi,n8v,0.117853,0.002917938,1531,1.74,-94.57294,2019-03-14T02:07:43.942Z,0.00211543,4376.31703,2019-11-01T21:19:27.841Z
1455,shardus,ult,0.10783,0.002905105,1454,0.229132,-53.06564,2020-08-16T08:24:23.139Z,0.02304276,366.70379,2020-02-03T01:57:18.293Z
1456,blockchain-cuties-universe-governance,bcug,4.19,0.002904475,1455,19.51,-78.45991,2021-03-18T00:08:18.641Z,3.65,15.00994,2021-04-25T21:40:22.469Z
1457,xiotri,xiot,647.83,0.00290409,1456,1222.08,-47.13222,2020-10-11T12:39:57.288Z,91.86,603.36014,2020-12-31T23:39:37.870Z
1458,bcv,bcv,0.00338247,0.002883893,1457,0.062535,-94.5682,2019-09-24T04:04:40.045Z,0.0014328,137.07459,2020-12-31T16:53:32.593Z
1459,piedao-defi,defi++,5.94,0.002878003,1458,6.5,-8.65738,2021-04-15T22:53:57.043Z,1.39,326.81513,2020-12-11T23:37:50.062Z
1460,hashcoin,hsc,7.669e-05,0.002869369,1459,0.00260702,-97.05812,2018-07-18T02:07:49.522Z,1.412e-05,443.03802,2021-01-13T01:46:18.305Z
1461,prospectors-gold,pgl,1.31,0.002866668,1460,5.23,-74.87624,2019-04-18T21:36:45.450Z,0.00102644,127944.67647,2019-10-07T00:00:00.000Z
1462,nexty,nty,1.786e-05,0.002857668,1462,0.00067294,-97.3459,2018-07-02T17:59:41.525Z,2e-08,99625.18687,2020-11-24T13:05:47.859Z
1463,zenzo,znz,0.127222,0.002836464,1463,3.34,-96.19582,2019-04-02T13:07:45.176Z,0.0058036,2092.1149,2018-12-15T00:00:00.000Z
1464,scry-info,ddd,0.00643207,0.00283048,1461,0.468651,-98.61365,2018-06-09T09:38:58.277Z,0.0015016,332.68272,2021-01-26T14:57:27.252Z
1465,bscview,bscv,0.239934,0.002828976,1464,2.02,-88.12413,2021-03-12T16:29:34.089Z,0.193297,24.2735,2021-04-25T07:25:34.672Z
1466,machix,mcx,0.00890295,0.002823278,1466,0.0200539,-55.66413,2020-05-20T04:14:56.573Z,0.00114985,673.23555,2020-07-20T12:53:37.307Z
1467,banca,banca,0.00015677,0.002810248,1465,0.00571418,-97.24112,2018-04-29T02:49:49.168Z,6.79e-06,2222.1039,2019-10-30T17:44:10.231Z
1468,patientory,ptoy,0.03323613,0.002799712,1467,0.698799,-95.24427,2018-01-04T00:00:00.000Z,0.00150532,2107.70845,2020-03-13T00:54:07.406Z
1469,tidex-token,tdx,0.27854,0.002785396,1468,0.804177,-65.3634,2018-03-02T02:21:27.290Z,0.00478881,5716.4714,2019-05-31T00:00:00.000Z
1470,kiwigo,kgo,0.067651,0.002785348,1469,0.469817,-85.4596,2021-03-18T23:24:53.737Z,0.03626605,88.36686,2021-03-20T22:09:53.813Z
1471,reserve,rsv,1.0,0.002777378,1471,6.59,-84.78741,2020-08-17T20:21:44.158Z,0.526578,90.36861,2020-09-05T05:20:20.184Z
1472,intelligent-investment-chain,iic,0.00023815,0.002776466,1473,0.00759763,-96.87538,2018-05-24T09:01:05.422Z,5.358e-05,343.07182,2020-12-30T08:34:46.791Z
1473,uncl,uncl,18.45,0.002767937,1472,31.31,-41.16317,2021-03-21T17:59:07.630Z,1.45,1169.04006,2021-01-11T17:18:32.114Z
1474,contentbox,box,0.00296935,0.002757136,1470,0.03951655,-92.41549,2019-07-13T16:30:30.484Z,0.00087292,243.34456,2020-12-30T05:59:23.507Z
1475,beaxy-exchange,bxy,0.00802007,0.002755287,1508,0.087629,-91.62878,2019-07-10T19:43:29.956Z,0.00152439,381.21894,2020-10-16T13:40:01.910Z
1476,yearn-secure,ysec,3.33,0.002754722,1474,9.3,-63.99877,2021-04-04T23:57:22.974Z,0.365007,817.23867,2020-11-02T17:19:43.436Z
1477,defipie,PIE,0.077356,0.002748892,1475,1.09,-92.94167,2020-08-11T11:44:18.591Z,0.01757945,339.43841,2020-11-05T01:07:21.224Z
1478,totemfi,totm,1.55,0.00274642,1476,27.21,-94.30491,2021-04-06T16:35:54.260Z,1.4,10.65735,2021-04-25T21:36:20.907Z
1479,frogdao-dime,fdd,3.44,0.002744403,1477,8.87,-61.30291,2021-04-05T22:55:06.233Z,2.37,44.68593,2021-03-30T08:49:54.237Z
1480,bonfi,bnf,0.00966543,0.002720626,1478,0.050887,-80.98486,2021-04-06T14:14:38.439Z,0.0006473,1394.86104,2020-11-20T11:40:11.923Z
1481,paypie,ppp,0.02984874,0.002718794,1479,9.95,-99.69995,2018-05-02T01:22:13.735Z,0.00109187,2633.72642,2020-07-30T11:15:19.783Z
1482,spice-finance,spice,0.569456,0.002706503,1480,4.06,-85.96527,2021-02-11T18:23:59.295Z,0.204484,178.40626,2021-01-18T05:26:46.536Z
1483,mirrored-gamestop,mgme,155.98,0.002705492,1482,350.89,-55.19379,2021-03-10T17:12:32.800Z,40.11,291.93599,2021-02-19T19:22:39.709Z
1484,aichain,ait,0.00431914,0.00270434,1485,0.119074,-96.38691,2018-01-28T00:00:00.000Z,0.00040842,953.381,2020-03-13T02:24:43.205Z
1485,fintrux,ftx,0.03235429,0.002696769,1486,0.400752,-91.93843,2018-04-29T14:44:48.819Z,0.00090079,3486.51942,2021-01-08T02:45:21.351Z
1486,par-stablecoin,par,1.2,0.002695781,1483,1.27,-5.50386,2021-04-10T20:11:29.704Z,1.03,17.34086,2021-03-22T21:36:23.427Z
1487,swapfolio,swfl,0.096943,0.002695717,1484,0.402177,-75.9359,2020-08-31T23:24:10.551Z,0.050599,91.26787,2020-11-07T11:33:20.173Z
1488,noah-coin,noahp,9.035e-05,0.002694257,1487,0.03773783,-99.76143,2018-03-22T04:25:48.519Z,2.177e-05,313.59927,2021-04-20T15:14:35.927Z
1489,governor-dao,gdao,2.26,0.002659498,1488,6.02,-62.5969,2020-11-17T07:25:31.028Z,0.244104,821.87667,2021-01-22T00:31:27.754Z
1490,unicly-mystic-axies-collection,uaxie,0.265033,0.002650325,1489,0.307536,-13.82078,2021-04-22T03:36:22.523Z,0.233892,13.31384,2021-04-25T09:37:37.225Z
1491,zip,zip,0.00016342,0.002647358,1490,0.00832663,-98.03742,2018-07-02T22:44:15.957Z,2.63e-06,6124.46474,2020-09-22T18:38:24.640Z
1492,phantasma-energy,kcal,0.056746,0.002640241,1491,0.133195,-57.39618,2021-03-27T07:25:34.475Z,0.00720954,687.09658,2020-11-09T15:58:22.453Z
1493,dark-matter,dmt,262.86,0.002632314,1492,637.41,-58.70291,2021-03-27T23:19:15.015Z,114.7,129.49794,2021-03-07T03:58:35.440Z
1494,deflect,deflct,5.95,0.002615965,1493,10.16,-41.42353,2020-12-19T07:57:10.980Z,1.58,275.6441,2021-02-28T13:45:40.969Z
1495,stsla,stsla,732.49,0.002598842,1494,783.93,-6.5607,2021-04-14T13:46:10.290Z,544.98,34.40882,2021-03-05T16:33:55.435Z
1496,name-changing-token,nct,0.065955,0.002597058,1495,0.518555,-87.28096,2021-02-01T23:56:58.959Z,0.04623754,42.64439,2021-02-10T21:48:03.591Z
1497,yearn-ecosystem-token-index,yeti,1.7,0.002595835,1497,2.39,-28.97301,2021-02-12T20:24:01.972Z,0.648927,161.69263,2020-12-28T13:48:57.666Z
1498,axis-defi,axis,0.358351,0.002593024,1498,4.46,-92.0095,2020-08-21T12:10:05.177Z,0.223799,59.15358,2021-01-11T16:05:20.108Z
1499,compound-sai,csai,0.273766,0.002576928,1499,0.273766,0.0,2021-04-17T08:32:40.915Z,0.00972895,2713.92897,2020-03-18T07:36:04.153Z
1500,mushroom,mush,3.52,0.002562917,1500,108.84,-96.77179,2021-02-23T23:16:44.591Z,0.297811,1079.79794,2021-04-19T17:13:52.249Z
1501,safe-deal,sfd,5.46,0.002562785,1501,29.66,-81.60674,2020-11-21T16:37:44.089Z,1.27,330.40583,2021-02-13T20:00:00.621Z
1502,stabilize,stbz,4.6,0.002557542,1502,30.41,-84.90865,2021-02-21T23:07:40.695Z,0.975337,370.55991,2020-10-22T09:19:55.503Z
1503,dextoken-governance,dexg,46.54,0.002556676,1503,684.31,-93.20703,2021-03-23T03:50:37.532Z,31.63,46.9507,2020-11-29T12:42:38.872Z
1504,nyan-v2,nyan-2,90.42,0.002541901,1504,143.5,-36.98939,2021-04-22T14:57:54.992Z,3.19,2732.32258,2020-12-09T05:34:30.604Z
1505,ryo,ryo,0.086895,0.002539313,1505,0.32832,-73.56016,2021-04-23T20:04:35.901Z,0.00068131,12641.21907,2020-10-06T17:48:47.632Z
1506,vipstarcoin,vips,3.945e-05,0.002538577,1507,0.00205671,-98.0852,2018-04-26T05:18:01.284Z,1.091e-05,261.09046,2019-10-14T00:00:00.000Z
1507,sumokoin,sumo,0.091712,0.002528736,1506,11.2,-99.17875,2017-12-29T00:00:00.000Z,0.02093998,339.06644,2019-10-25T07:40:31.582Z
1508,mercury,mer,0.02518961,0.002518961,1509,0.515436,-95.11295,2018-02-16T00:00:00.000Z,0.0009663,2506.80222,2019-11-20T22:32:43.112Z
1509,earnbase,ENB,11.36,0.002503813,1510,26.05,-56.41419,2021-04-02T17:19:46.674Z,6.23,82.20131,2020-12-24T12:32:12.563Z
1510,uranus,urac,0.00121341,0.002497579,1511,0.03888938,-96.87862,2020-03-14T18:45:20.500Z,8.239e-05,1373.42076,2021-01-18T11:18:25.469Z
1511,modern-investment-coin,modic,0.648537,0.002494615,1512,17.78,-96.35273,2020-12-10T22:12:51.764Z,0.248698,160.77296,2021-02-05T09:39:50.094Z
1512,cryptopay,cpay,0.064356,0.002486084,1513,0.342784,-81.22557,2018-01-06T00:00:00.000Z,0.00779259,725.85837,2018-12-02T00:00:00.000Z
1513,adamant-messenger,adm,0.0233,0.002485348,1481,0.055126,-53.98667,2019-05-15T23:44:19.855Z,0.00065377,3779.85104,2021-03-08T20:11:53.487Z
1514,firdaos,fdo,1.56,0.002469167,1514,8.01,-80.59211,2021-04-01T09:41:46.039Z,0.03533189,4297.35538,2021-02-03T12:35:38.501Z
1515,wealth-locks,wlt,41.61,0.002467478,1515,89.47,-53.49469,2021-03-22T18:34:50.304Z,11.88,250.20818,2021-03-08T04:24:16.239Z
1516,freicoin,frc,0.0213839,0.002441949,1517,0.338475,-93.68228,2013-11-30T00:00:00.000Z,0.00019494,10869.51644,2019-03-09T00:00:00.000Z
1517,titan-coin,ttn,0.0026824,0.002440723,1518,1384.61,-99.99981,2019-05-11T21:14:13.801Z,3.957e-05,6672.18737,2019-09-25T00:00:00.000Z
1518,dogeswap,doges,161.21,0.002438523,1519,904.51,-82.20399,2021-04-20T12:26:00.081Z,0.753241,21269.79657,2020-12-08T11:36:49.217Z
1519,mochimo,mcm,0.275972,0.002424738,1520,1.95,-85.89193,2019-05-18T21:09:23.415Z,0.00118182,23216.59214,2020-03-13T03:05:03.808Z
1520,sapien,spn,0.00718585,0.00242198,1521,0.056646,-87.3145,2020-12-31T14:43:35.142Z,5.36e-06,134023.32794,2020-06-20T20:44:43.435Z
1521,defiat,dft,5.16,0.002407559,1522,81.13,-93.63479,2021-03-30T10:35:35.979Z,0.812954,535.25612,2021-01-11T20:12:13.771Z
1522,mogwai,mog,0.165589,0.00240265,1523,0.21323,-22.34258,2021-04-02T14:22:25.922Z,0.00028499,58002.89026,2019-08-30T00:00:00.000Z
1523,sechain,snn,7.475e-05,0.002391804,1524,0.02048357,-99.6351,2020-08-07T10:37:45.958Z,4.14e-06,1704.70686,2021-04-10T17:23:47.289Z
1524,coin-artist,coin,1.89,0.002380449,1525,4.34,-56.48881,2021-03-12T00:37:19.512Z,0.271853,594.41237,2020-09-06T15:04:04.336Z
1525,tolar,tol,0.01067577,0.002378146,1496,0.04251295,-72.57675,2021-04-13T02:17:01.900Z,0.00075716,1439.76631,2020-12-17T13:41:57.386Z
1526,shd-cash,shdc,0.00792898,0.002377303,1526,0.03474796,-77.27037,2021-03-15T22:24:39.551Z,0.00115469,583.99776,2021-03-02T08:39:48.126Z
1527,istanbul-basaksehir-fan-token,ibfk,3.96,0.002376855,1527,7.22,-45.19941,2021-03-23T06:19:12.957Z,1.52,160.57794,2021-02-06T11:52:06.884Z
1528,xaurum,xaur,0.03324978,0.002366925,1528,1533.96,-99.99783,2016-08-16T00:00:00.000Z,0.00982494,238.42218,2020-12-22T13:38:18.397Z
1529,boom-token,boom,0.00367529,0.00235458,1529,0.01790925,-79.41707,2019-07-20T22:36:16.246Z,0.00062172,492.91273,2020-03-16T11:42:27.079Z
1530,the-bitcoin-family,family,0.533554,0.002347846,1530,0.551778,-3.30266,2021-04-17T03:55:55.962Z,0.093964,467.82863,2021-03-15T12:38:00.731Z
1531,aezora,azr,0.03095639,0.002339891,1532,28.91,-99.89293,2020-01-19T10:27:40.976Z,0.00035014,8741.07938,2020-08-25T03:29:11.481Z
1532,foundrydao-logistics,fry,0.03492098,0.002335535,1533,0.089273,-60.88282,2021-04-20T19:24:46.802Z,0.00184675,1790.938,2020-11-03T08:02:08.980Z
1533,educoin,edu,0.00025908,0.002321952,1534,0.00219804,-88.26715,2018-07-18T04:22:36.378Z,3.891e-05,562.71249,2020-03-13T02:20:42.823Z
1534,box-token,box,0.065349,0.002315653,1535,0.324987,-79.8917,2018-11-07T00:36:13.780Z,0.00114755,5594.70077,2021-01-15T21:32:44.047Z
1535,metric-exchange,metric,4.52,0.002313087,1536,102.78,-95.59869,2020-09-30T10:53:02.598Z,0.141496,3097.13467,2021-01-08T20:23:01.653Z
1536,goswapp,gofi,13.99,0.002312542,1537,46.94,-70.21221,2021-04-01T09:15:22.970Z,8.91,56.97383,2021-03-18T13:23:10.165Z
1537,canyacoin,can,0.072106,0.002312163,1538,4.89,-98.52779,2018-01-10T00:00:00.000Z,0.0004192,17079.4254,2019-04-28T00:00:00.000Z
1538,karbo,krb,0.254969,0.002302329,1540,1.46,-82.69175,2018-01-25T00:00:00.000Z,0.02207164,1048.63214,2020-09-25T09:27:17.751Z
1539,renzec,renzec,223.23,0.002289967,1539,296.77,-24.85119,2021-04-17T22:13:21.285Z,1.08,20605.08612,2020-06-14T18:07:19.657Z
1540,zeitcoin,zeit,6.188e-05,0.002287654,1541,0.00070818,-91.26264,2018-01-08T00:00:00.000Z,4.4e-07,14115.55471,2014-09-04T00:00:00.000Z
1541,cap,cap,22.72,0.002286416,1542,198.63,-88.56201,2020-12-06T08:13:09.699Z,2.93,675.28899,2020-07-05T22:08:44.682Z
1542,indahash,idh,0.00689886,0.002279425,1543,0.608553,-98.86635,2018-01-24T00:00:00.000Z,0.00039098,1664.48552,2020-02-07T03:37:28.395Z
1543,owndata,own,0.00021221,0.002277898,1544,0.0017419,-87.8173,2018-12-09T17:36:15.207Z,3.85e-06,5416.33632,2020-09-13T03:01:53.908Z
1544,datamine,dam,0.415289,0.002270799,1545,0.960724,-56.90535,2021-04-11T18:29:07.951Z,0.0115452,3486.08207,2020-06-23T06:06:56.610Z
1545,defi-omega,dfio,21.08,0.002270547,1546,46.44,-54.60289,2021-04-15T14:57:25.173Z,0.66656,3063.0663,2020-11-19T15:59:12.478Z
1546,extradna,xdna,0.00119304,0.002269806,1547,0.00178578,-32.7754,2021-04-08T07:04:26.809Z,2.427e-05,4846.71667,2020-11-21T00:23:04.429Z
1547,edenchain,edn,0.00379776,0.002269373,1554,0.052501,-92.92155,2018-09-17T06:12:39.962Z,5.138e-05,7132.47108,2020-06-18T02:48:40.059Z
1548,trezarcoin,tzc,0.00902747,0.002267009,1548,0.467509,-98.06979,2018-01-13T00:00:00.000Z,0.00039436,2188.20911,2019-11-25T06:12:38.475Z
1549,primas,pst,0.04378074,0.002241574,1551,1.22,-96.43328,2018-05-17T16:18:05.472Z,0.00928333,369.47629,2020-10-08T18:07:38.875Z
1550,wetrust,trst,0.02314371,0.002240839,1549,1.4,-98.35552,2018-01-13T00:00:00.000Z,0.00030451,7487.24237,2021-04-19T17:23:21.175Z
